92,0,0,0
92,0,0,-0.09502
92,0.25,0.25,-0.04751
92,0,0.5,0
92,0,0.5,-0.09502
92,0.24897,0.74897,-0.04751
92,0.5,0,0
92,0.5,0,-0.09502
92,0.74897,0.25,-0.04751
92,0.5,0.5,0
92,0.5,0.5,-0.09502
92,0.74897,0.74897,-0.04751
8,0,0,0.05076
